loc_rowid,pl_name,hostname,sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_vsin
7578,Kepler-1052 b,Kepler-1052,1,2,5720,0.964799,1.02,0.03,-0.04685,,
7579,Kepler-1052 b,Kepler-1052,1,2,5738,0.927,1.014,0.12,,1.2,
7580,Kepler-1052 b,Kepler-1052,1,2,5836,0.88,0.987,,,0.4,
7581,Kepler-1052 b,Kepler-1052,1,2,5738,0.95,,,,,
7582,Kepler-1052 b,Kepler-1052,1,2,5835,0.847,0.935,-0.24,,,
7583,Kepler-1052 b,Kepler-1052,1,2,5720,0.964799,1.02,0.03,-0.04685,,
7584,Kepler-1052 b,Kepler-1052,1,2,5888,1.03,1.03,0,,3.55,
7585,Kepler-1052 b,Kepler-1052,1,2,5835,0.847,0.935,-0.24,,,
7586,Kepler-1052 b,Kepler-1052,1,2,5818,0.848,0.937,-0.22,,,
7587,Kepler-1052 c,Kepler-1052,1,2,5818,0.848,0.937,-0.22,,,
7588,Kepler-1052 c,Kepler-1052,1,2,5818,0.848,0.937,-0.22,,,
7589,Kepler-1052 c,Kepler-1052,1,2,5738,0.927,1.014,0.12,,1.2,
7590,Kepler-1052 c,Kepler-1052,1,2,5720,0.964799,1.02,0.03,-0.04685,,
7591,Kepler-1052 c,Kepler-1052,1,2,5835,0.847,0.935,-0.24,,,
7592,Kepler-1053 b,Kepler-1053,1,1,4507,0.724,0.715,0.18,,,
7593,Kepler-1053 b,Kepler-1053,1,1,4405.22,0.612574,0.689,0.0367,-0.89512,,
7594,Kepler-1053 b,Kepler-1053,1,1,4500,0.614,,,,,
7595,Kepler-1053 b,Kepler-1053,1,1,4529,0.69,0.74,0.1,,3.09,
7596,Kepler-1053 b,Kepler-1053,1,1,4182,0.542,0.531,-0.58,,,
7597,Kepler-1053 b,Kepler-1053,1,1,4182,0.542,0.531,-0.58,,,
7598,Kepler-1053 b,Kepler-1053,1,1,4182,0.542,0.531,-0.58,,,
7599,Kepler-1053 b,Kepler-1053,1,1,4405.22,0.612574,0.689,0.0367,-0.89512,,
7600,Kepler-1053 b,Kepler-1053,1,1,4405.22,0.612574,0.689,0.0367,-0.89512,,
7601,Kepler-1053 b,Kepler-1053,1,1,4286,0.558,0.59,,,12.9,
7602,Kepler-1054 b,Kepler-1054,1,1,6108,1.03,1.132,0.07,,,
7603,Kepler-1054 b,Kepler-1054,1,1,5866,0.91,1.06,,,,
7604,Kepler-1054 b,Kepler-1054,1,1,5909,1.423,,,,,
7605,Kepler-1054 b,Kepler-1054,1,1,6108,1.03,1.132,0.07,,,
7606,Kepler-1054 b,Kepler-1054,1,1,6108,1.03,1.132,0.07,,,
7607,Kepler-1054 b,Kepler-1054,1,1,5905,1.46066,1.07,,0.36867,,
7608,Kepler-1054 b,Kepler-1054,1,1,5905,1.46066,1.07,,0.36867,,
7609,Kepler-1054 b,Kepler-1054,1,1,5909,1.386,1.223,0.35,,3.63,
7610,Kepler-1054 b,Kepler-1054,1,1,6209,1.34,1.22,0.09,,2.82,
7611,Kepler-1054 b,Kepler-1054,1,1,6108,1.03,1.132,0.07,,,
7612,Kepler-1055 b,Kepler-1055,1,1,5750,0.835,0.851,-0.38,,,
7613,Kepler-1055 b,Kepler-1055,1,1,5682,0.87,,,,,
7614,Kepler-1055 b,Kepler-1055,1,1,5750,0.835,0.851,-0.38,,,
7615,Kepler-1055 b,Kepler-1055,1,1,5723,0.94,0.98,-0.02,,3.09,
7616,Kepler-1055 b,Kepler-1055,1,1,5637,0.909,0.914,-0.06,,,
7617,Kepler-1055 b,Kepler-1055,1,1,5750,0.835,0.851,-0.38,,,
7618,Kepler-1055 b,Kepler-1055,1,1,5782,0.89,0.96,,,2.2,
7619,Kepler-1055 b,Kepler-1055,1,1,5681.94,0.8701,1.01,0.0491,-0.14818,,
7620,Kepler-1055 b,Kepler-1055,1,1,5681.94,0.8701,1.01,0.0491,-0.14818,,
7621,Kepler-1055 b,Kepler-1055,1,1,5682,0.862,0.951,0.06,,1.51,
7622,Kepler-1055 b,Kepler-1055,1,1,5681.94,0.8701,1.01,0.0491,-0.14818,,
7623,Kepler-1056 b,Kepler-1056,1,1,5657,0.911,0.762,-0.48,,,
7624,Kepler-1056 b,Kepler-1056,1,1,5651,1.284,,,,,
7625,Kepler-1056 b,Kepler-1056,1,1,5657,0.911,0.762,-0.48,,,
7626,Kepler-1056 b,Kepler-1056,1,1,6127,1.2,1.12,0.02,,2.95,
7627,Kepler-1056 b,Kepler-1056,1,1,6071.7,1.17307,1.13,0.093,0.22658,,
7628,Kepler-1056 b,Kepler-1056,1,1,6071.7,1.17307,1.13,0.093,0.22658,,
7629,Kepler-1056 b,Kepler-1056,1,1,5707,1.03,0.901,,,10.2,
7630,Kepler-1056 b,Kepler-1056,1,1,6071.7,1.17307,1.13,0.093,0.22658,,
7631,Kepler-1056 b,Kepler-1056,1,1,5657,0.911,0.762,-0.48,,,
7632,Kepler-1056 b,Kepler-1056,1,1,5657,0.911,0.762,-0.48,,,
7633,Kepler-1057 b,Kepler-1057,1,1,5853,0.895,0.99,-0.1,,,
7634,Kepler-1057 b,Kepler-1057,1,1,5853,0.895,0.99,-0.1,,,
7635,Kepler-1057 b,Kepler-1057,1,1,6014,0.915006,1.11,,-0.0058,,
7636,Kepler-1057 b,Kepler-1057,1,1,5852,0.923,,,,,
7637,Kepler-1057 b,Kepler-1057,1,1,6014,0.915006,1.11,,-0.0058,,
7638,Kepler-1057 b,Kepler-1057,1,1,5987,1.1,1.07,0.01,,3.09,
7639,Kepler-1057 b,Kepler-1057,1,1,5853,0.895,0.99,-0.1,,,
7640,Kepler-1057 b,Kepler-1057,1,1,6014,0.915006,1.11,,-0.0058,,
7641,Kepler-1057 b,Kepler-1057,1,1,5853,0.895,0.99,-0.1,,,
7642,Kepler-1057 b,Kepler-1057,1,1,5831,0.88,0.987,,,0.4,
7643,Kepler-1058 b,Kepler-1058,1,1,4441,0.546,0.538,-0.86,,,
7644,Kepler-1058 b,Kepler-1058,1,1,4441,0.546,0.538,-0.86,,,
7645,Kepler-1058 b,Kepler-1058,1,1,4644,0.69,0.73,-0.06,,3.39,
7646,Kepler-1058 b,Kepler-1058,1,1,4517.79,,,-0.2454,,,
7647,Kepler-1058 b,Kepler-1058,1,1,4580,0.618,0.645,,,13.9,
7648,Kepler-1058 b,Kepler-1058,1,1,4441,0.546,0.538,-0.86,,,
7649,Kepler-1058 b,Kepler-1058,1,1,4441,0.546,0.538,-0.86,,,
7650,Kepler-1058 b,Kepler-1058,1,1,4517.79,,,-0.2454,,,
7651,Kepler-1058 b,Kepler-1058,1,1,4517.79,,,-0.2454,,,
7652,Kepler-1059 b,Kepler-1059,1,1,4906,0.72,0.75,-0.15,,5.37,
7653,Kepler-1059 b,Kepler-1059,1,1,5065,0.728,0.814,-0.14,,,
7654,Kepler-1059 b,Kepler-1059,1,1,5065,0.728,0.814,-0.14,,,
7655,Kepler-1059 b,Kepler-1059,1,1,5068,0.754,,,,,
7656,Kepler-1059 b,Kepler-1059,1,1,4855,0.776418,0.79,,-0.52036,,
7657,Kepler-1059 b,Kepler-1059,1,1,4855,0.776418,0.79,,-0.52036,,
7658,Kepler-1059 b,Kepler-1059,1,1,5065,0.728,0.814,-0.14,,,
7659,Kepler-1059 b,Kepler-1059,1,1,4883,0.64,0.82,,,,
7660,Kepler-1059 b,Kepler-1059,1,1,4855,0.776418,0.79,,-0.52036,,
7661,Kepler-1059 b,Kepler-1059,1,1,5063,0.728,0.813,-0.14,,,
7662,Kepler-106 b,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7663,Kepler-106 b,Kepler-106,1,4,5955,1.05,1.05,-0.04,,3.31,
7664,Kepler-106 b,Kepler-106,1,4,5854,1.012,0.951,-0.12,,,
7665,Kepler-106 b,Kepler-106,1,4,5860,1.046,0.959,-0.09,,6.03,
7666,Kepler-106 b,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7667,Kepler-106 b,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7668,Kepler-106 b,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7669,Kepler-106 b,Kepler-106,1,4,5858,1.04,1,-0.12,,4.83,0.3
7670,Kepler-106 b,Kepler-106,1,4,5860,1.049,,,,,
7671,Kepler-106 b,Kepler-106,1,4,,,0.959,,,,
7672,Kepler-106 b,Kepler-106,1,4,5865,1.04,1.002,,,5.2,
7673,Kepler-106 b,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7674,Kepler-106 c,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7675,Kepler-106 c,Kepler-106,1,4,5865,1.04,1.002,,,5.2,
7676,Kepler-106 c,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7677,Kepler-106 c,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7678,Kepler-106 c,Kepler-106,1,4,5860,1.046,0.959,-0.09,,6.03,
7679,Kepler-106 c,Kepler-106,1,4,5854,1.012,0.951,-0.12,,,
7680,Kepler-106 c,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7681,Kepler-106 c,Kepler-106,1,4,5858,1.04,1,-0.12,,4.83,0.3
7682,Kepler-106 c,Kepler-106,1,4,5955,1.05,1.05,-0.04,,3.31,
7683,Kepler-106 c,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7684,Kepler-106 c,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7685,Kepler-106 c,Kepler-106,1,4,5860,1.049,,,,,
7686,Kepler-106 c,Kepler-106,1,4,,,0.959,,,,
7687,Kepler-106 d,Kepler-106,1,4,5860,1.046,0.959,-0.09,,6.03,
7688,Kepler-106 d,Kepler-106,1,4,5858,1.04,1,-0.12,,4.83,0.3
7689,Kepler-106 d,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7690,Kepler-106 d,Kepler-106,1,4,5955,1.05,1.05,-0.04,,3.31,
7691,Kepler-106 d,Kepler-106,1,4,5854,1.012,0.951,-0.12,,,
7692,Kepler-106 d,Kepler-106,1,4,5865,1.04,1.002,,,5.2,
7693,Kepler-106 d,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7694,Kepler-106 d,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7695,Kepler-106 d,Kepler-106,1,4,,,0.959,,,,
7696,Kepler-106 d,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7697,Kepler-106 d,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7698,Kepler-106 d,Kepler-106,1,4,5860,1.049,,,,,
7699,Kepler-106 e,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7700,Kepler-106 e,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7701,Kepler-106 e,Kepler-106,1,4,5955,1.05,1.05,-0.04,,3.31,
7702,Kepler-106 e,Kepler-106,1,4,5860,1.049,,,,,
7703,Kepler-106 e,Kepler-106,1,4,,,0.959,,,,
7704,Kepler-106 e,Kepler-106,1,4,5865,1.04,1.002,,,5.2,
7705,Kepler-106 e,Kepler-106,1,4,5860,1.046,0.959,-0.09,,6.03,
7706,Kepler-106 e,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7707,Kepler-106 e,Kepler-106,1,4,5881,1.029,0.944,-0.16,,,
7708,Kepler-106 e,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7709,Kepler-106 e,Kepler-106,1,4,5858,1.04,1,-0.12,,4.83,0.3
7710,Kepler-106 e,Kepler-106,1,4,5888,1.0568,1.068,-0.11,0.08255,,
7711,Kepler-106 e,Kepler-106,1,4,5854,1.012,0.951,-0.12,,,
7712,Kepler-1060 b,Kepler-1060,1,1,5688,1.11854,1.01,,0.07184,,
7713,Kepler-1060 b,Kepler-1060,1,1,5790,0.974,0.818,-0.42,,,
7714,Kepler-1060 b,Kepler-1060,1,1,5500,1.149,,,,,
7715,Kepler-1060 b,Kepler-1060,1,1,5688,1.11854,1.01,,0.07184,,
7716,Kepler-1060 b,Kepler-1060,1,1,5837,1.04,0.947,,,7.5,
7717,Kepler-1060 b,Kepler-1060,1,1,5790,0.974,0.818,-0.42,,,
7718,Kepler-1060 b,Kepler-1060,1,1,5797,0.99,0.99,-0.03,,4.27,
7719,Kepler-1060 b,Kepler-1060,1,1,5504,0.993,0.943,0.2,,,
7720,Kepler-1060 b,Kepler-1060,1,1,5790,0.974,0.818,-0.42,,,
7721,Kepler-1060 b,Kepler-1060,1,1,5688,1.11854,1.01,,0.07184,,
7722,Kepler-1061 b,Kepler-1061,1,1,5994,1.001,,,,,
7723,Kepler-1061 b,Kepler-1061,1,1,6126,0.981999,1.158,,0.08762,,
7724,Kepler-1061 b,Kepler-1061,1,1,6126,0.981999,1.158,,0.08762,,
7725,Kepler-1061 b,Kepler-1061,1,1,6067,1.07,1.09,-0.03,,2.14,
7726,Kepler-1061 b,Kepler-1061,1,1,6419,1.188,1.073,-0.2,,,
7727,Kepler-1061 b,Kepler-1061,1,1,6424,1.3,1.18,,,2.81,
7728,Kepler-1061 b,Kepler-1061,1,1,6126,0.981999,1.158,,0.08762,,
7729,Kepler-1061 b,Kepler-1061,1,1,6419,1.188,1.073,-0.2,,,
7730,Kepler-1061 b,Kepler-1061,1,1,5994,0.992,1.023,-0.09,,1.91,
7731,Kepler-1061 b,Kepler-1061,1,1,5919,1,0.994,-0.08,,,
7732,Kepler-1061 b,Kepler-1061,1,1,6419,1.188,1.073,-0.2,,,
7733,Kepler-1062 b,Kepler-1062,1,1,4458,0.658,0.645,-0.16,,,
7734,Kepler-1062 b,Kepler-1062,1,1,4458,0.658,0.645,-0.16,,,
7735,Kepler-1062 b,Kepler-1062,1,1,4457,0.73,,,,,
7736,Kepler-1062 b,Kepler-1062,1,1,4458,0.658,0.645,-0.16,,,
7737,Kepler-1062 b,Kepler-1062,1,1,4412,0.780338,0.69,,-0.6822,,
7738,Kepler-1062 b,Kepler-1062,1,1,4412,0.780338,0.69,,-0.6822,,
7739,Kepler-1062 b,Kepler-1062,1,1,4597,0.7,0.75,0.11,,2.45,
7740,Kepler-1062 b,Kepler-1062,1,1,4458,0.658,0.645,-0.16,,,
7741,Kepler-1062 b,Kepler-1062,1,1,4412,0.780338,0.69,,-0.6822,,
7742,Kepler-1062 b,Kepler-1062,1,1,4451,0.59,0.62,,,13.8,
7743,Kepler-1063 b,Kepler-1063,2,1,5571.73,,,0.2231,,,
7744,Kepler-1063 b,Kepler-1063,2,1,5568,0.883,0.907,-0.04,,,
7745,Kepler-1063 b,Kepler-1063,2,1,5530,0.86,0.87,,,7,
7746,Kepler-1063 b,Kepler-1063,2,1,5568,0.883,0.907,-0.04,,,
7747,Kepler-1063 b,Kepler-1063,2,1,5821,1.547,1.092,0.14,,,
7748,Kepler-1063 b,Kepler-1063,2,1,5945,1.14,1.09,0.09,,3.39,
7749,Kepler-1063 b,Kepler-1063,2,1,5568,0.883,0.907,-0.04,,,
7750,Kepler-1063 b,Kepler-1063,2,1,5571.73,,,0.2231,,,
7751,Kepler-1064 b,Kepler-1064,1,1,5176,0.71,0.814,,,0.9,
7752,Kepler-1064 b,Kepler-1064,1,1,5079.48,,,-0.0292,,,
7753,Kepler-1064 b,Kepler-1064,1,1,5094,0.644,0.694,-0.58,,,
7754,Kepler-1064 b,Kepler-1064,1,1,5064,0.769,0.806,0,,,
7755,Kepler-1064 b,Kepler-1064,1,1,5079.48,,,-0.0292,,,
7756,Kepler-1064 b,Kepler-1064,1,1,5153,0.79,0.85,0,,3.89,
7757,Kepler-1064 b,Kepler-1064,1,1,5079.48,,,-0.0292,,,
7758,Kepler-1064 b,Kepler-1064,1,1,5094,0.644,0.694,-0.58,,,
7759,Kepler-1064 b,Kepler-1064,1,1,5094,0.644,0.694,-0.58,,,
7760,Kepler-1065 b,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7761,Kepler-1065 b,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7762,Kepler-1065 b,Kepler-1065,1,2,5469,0.974806,0.96,,-0.11584,,
7763,Kepler-1065 b,Kepler-1065,1,2,5469,0.974806,0.96,,-0.11584,,
7764,Kepler-1065 b,Kepler-1065,1,2,5443,0.89,1.01,,,,
7765,Kepler-1065 b,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7766,Kepler-1065 b,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7767,Kepler-1065 b,Kepler-1065,1,2,5663,0.971,,,,,
7768,Kepler-1065 b,Kepler-1065,1,2,5469,0.974806,0.96,,-0.11584,,
7769,Kepler-1065 b,Kepler-1065,1,2,5635,0.93,0.94,-0.01,,4.47,
7770,Kepler-1065 c,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7771,Kepler-1065 c,Kepler-1065,1,2,5663,0.971,,,,,
7772,Kepler-1065 c,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7773,Kepler-1065 c,Kepler-1065,1,2,5635,0.93,0.94,-0.01,,4.47,
7774,Kepler-1065 c,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7775,Kepler-1065 c,Kepler-1065,1,2,5469,0.974806,0.96,,-0.11584,,
7776,Kepler-1065 c,Kepler-1065,1,2,5668,0.868,0.963,-0.02,,,
7777,Kepler-1066 b,Kepler-1066,1,1,5560.36,0.865904,0.98,0.111,-0.18995,,
7778,Kepler-1066 b,Kepler-1066,1,1,5642,1.05,0.822,-0.26,,,
7779,Kepler-1066 b,Kepler-1066,1,1,5642,1.05,0.822,-0.26,,,
7780,Kepler-1066 b,Kepler-1066,1,1,5461,0.858,0.957,0.14,,,
7781,Kepler-1066 b,Kepler-1066,1,1,5642,1.05,0.822,-0.26,,,
7782,Kepler-1066 b,Kepler-1066,1,1,5654,1.11,0.885,,,12.7,
7783,Kepler-1066 b,Kepler-1066,1,1,5560.36,0.865904,0.98,0.111,-0.18995,,
7784,Kepler-1066 b,Kepler-1066,1,1,5560.36,0.865904,0.98,0.111,-0.18995,,
7785,Kepler-1066 b,Kepler-1066,1,1,5762,0.98,0.98,-0.03,,3.8,
7786,Kepler-1066 b,Kepler-1066,1,1,5558,0.85,0.945,0.1,,1.32,
7787,Kepler-1066 b,Kepler-1066,1,1,5558,0.861,,,,,
7788,Kepler-1067 b,Kepler-1067,1,2,5584,0.911,,,,,
7789,Kepler-1067 b,Kepler-1067,1,2,5614,0.827,0.908,-0.14,,,
7790,Kepler-1067 b,Kepler-1067,1,2,5584,0.898,1.012,0.28,,0.81,
7791,Kepler-1067 b,Kepler-1067,1,2,5592,0.93,0.95,0.03,,4.79,
7792,Kepler-1067 b,Kepler-1067,1,2,5614,0.827,0.908,-0.14,,,
7793,Kepler-1067 b,Kepler-1067,1,2,5461,0.942935,0.95,,-0.14725,,
7794,Kepler-1067 b,Kepler-1067,1,2,5614,0.827,0.908,-0.14,,,
7795,Kepler-1067 b,Kepler-1067,1,2,5594,0.934,0.981,0.16,,,
7796,Kepler-1067 b,Kepler-1067,1,2,5461,0.942935,0.95,,-0.14725,,
7797,Kepler-1067 c,Kepler-1067,1,2,5597,0.82,0.924,,,0.5,
7798,Kepler-1067 c,Kepler-1067,1,2,5614,0.827,0.908,-0.14,,,
7799,Kepler-1067 c,Kepler-1067,1,2,5461,0.942935,0.95,,-0.14725,,
7800,Kepler-1067 c,Kepler-1067,1,2,5461,0.942935,0.95,,-0.14725,,
7801,Kepler-1067 c,Kepler-1067,1,2,5614,0.827,0.908,-0.14,,,
7802,Kepler-1067 c,Kepler-1067,1,2,5594,0.934,0.981,0.16,,,
7803,Kepler-1067 c,Kepler-1067,1,2,5594,0.934,0.981,0.16,,,
7804,Kepler-1067 c,Kepler-1067,1,2,5614,0.827,0.908,-0.14,,,
7805,Kepler-1067 c,Kepler-1067,1,2,5584,0.898,1.012,0.28,,0.81,
7806,Kepler-1068 b,Kepler-1068,1,1,5806,1.01,1.01,0.03,,4.17,
7807,Kepler-1068 b,Kepler-1068,1,1,5786,0.99,1.044,0.16,,,
7808,Kepler-1068 b,Kepler-1068,1,1,5645,1.01559,1,,-0.02521,,
7809,Kepler-1068 b,Kepler-1068,1,1,6063,1.012,1.117,0.07,,,
7810,Kepler-1068 b,Kepler-1068,1,1,5684,0.981,1.031,0.18,,2.45,
7811,Kepler-1068 b,Kepler-1068,1,1,5684,1.012,,,,,
7812,Kepler-1068 b,Kepler-1068,1,1,5645,1.01559,1,,-0.02521,,
7813,Kepler-1068 b,Kepler-1068,1,1,5645,1.01559,1,,-0.02521,,
7814,Kepler-1068 b,Kepler-1068,1,1,6063,1.012,1.117,0.07,,,
7815,Kepler-1068 b,Kepler-1068,1,1,6063,1.012,1.117,0.07,,,
7816,Kepler-1068 b,Kepler-1068,1,1,5805,0.95,1.07,,,,
7817,Kepler-1069 b,Kepler-1069,1,1,5562.56,1.65229,0.98,0.1968,0.37196,,
7818,Kepler-1069 b,Kepler-1069,1,1,5562.56,1.65229,0.98,0.1968,0.37196,,
7819,Kepler-1069 b,Kepler-1069,1,1,5579,1.572,1.064,0.23,,9.33,
7820,Kepler-1069 b,Kepler-1069,1,1,5790,1.203,1.013,0.1,,,
7821,Kepler-1069 b,Kepler-1069,1,1,5579,1.597,,,,,
7822,Kepler-1069 b,Kepler-1069,1,1,5790,1.203,1.013,0.1,,,
7823,Kepler-1069 b,Kepler-1069,1,1,5562.56,1.65229,0.98,0.1968,0.37196,,
7824,Kepler-1069 b,Kepler-1069,1,1,5722,0.98,0.99,0.04,,4.37,
7825,Kepler-1069 b,Kepler-1069,1,1,5790,1.203,1.013,0.1,,,
7826,Kepler-1069 b,Kepler-1069,1,1,5556,1.23,1.07,,,,
7827,Kepler-1069 b,Kepler-1069,1,1,5511,1.93,1.115,0.1,,,
7828,Kepler-107 b,Kepler-107,1,4,5847,1.402,1.113,0.26,,,
7829,Kepler-107 b,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7830,Kepler-107 b,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7831,Kepler-107 b,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7832,Kepler-107 b,Kepler-107,1,4,5886,1.42,1.16,0.2,,5.37,
7833,Kepler-107 b,Kepler-107,1,4,5866,1.459,,,,,
7834,Kepler-107 b,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7835,Kepler-107 b,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7836,Kepler-107 b,Kepler-107,1,4,5949,1.18,1.183,,,2.3,
7837,Kepler-107 b,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,
7838,Kepler-107 b,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,3.6
7839,Kepler-107 b,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7840,Kepler-107 b,Kepler-107,1,4,5866,1.439,1.215,0.32,,4.27,
7841,Kepler-107 b,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7842,Kepler-107 b,Kepler-107,1,4,5851,1.411,,,,,
7843,Kepler-107 c,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,3.6
7844,Kepler-107 c,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7845,Kepler-107 c,Kepler-107,1,4,5847,1.402,1.113,0.26,,,
7846,Kepler-107 c,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,
7847,Kepler-107 c,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7848,Kepler-107 c,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7849,Kepler-107 c,Kepler-107,1,4,5866,1.439,1.215,0.32,,4.27,
7850,Kepler-107 c,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7851,Kepler-107 c,Kepler-107,1,4,5886,1.42,1.16,0.2,,5.37,
7852,Kepler-107 c,Kepler-107,1,4,5949,1.18,1.183,,,2.3,
7853,Kepler-107 c,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7854,Kepler-107 c,Kepler-107,1,4,5851,1.411,,,,,
7855,Kepler-107 c,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7856,Kepler-107 c,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7857,Kepler-107 c,Kepler-107,1,4,5866,1.459,,,,,
7858,Kepler-107 d,Kepler-107,1,4,5866,1.459,,,,,
7859,Kepler-107 d,Kepler-107,1,4,5847,1.402,1.113,0.26,,,
7860,Kepler-107 d,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,3.6
7861,Kepler-107 d,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7862,Kepler-107 d,Kepler-107,1,4,5851,1.411,,,,,
7863,Kepler-107 d,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7864,Kepler-107 d,Kepler-107,1,4,5886,1.42,1.16,0.2,,5.37,
7865,Kepler-107 d,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7866,Kepler-107 d,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,
7867,Kepler-107 d,Kepler-107,1,4,5866,1.439,1.215,0.32,,4.27,
7868,Kepler-107 d,Kepler-107,1,4,5949,1.18,1.183,,,2.3,
7869,Kepler-107 d,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7870,Kepler-107 d,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7871,Kepler-107 d,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7872,Kepler-107 e,Kepler-107,1,4,5847,1.402,1.113,0.26,,,
7873,Kepler-107 e,Kepler-107,1,4,5866,1.439,1.215,0.32,,4.27,
7874,Kepler-107 e,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,3.6
7875,Kepler-107 e,Kepler-107,1,4,5949,1.18,1.183,,,2.3,
7876,Kepler-107 e,Kepler-107,1,4,5866,1.459,,,,,
7877,Kepler-107 e,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7878,Kepler-107 e,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7879,Kepler-107 e,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7880,Kepler-107 e,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7881,Kepler-107 e,Kepler-107,1,4,5851,1.411,,,,,
7882,Kepler-107 e,Kepler-107,1,4,5805,1.50416,1.04,,0.36449,,
7883,Kepler-107 e,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7884,Kepler-107 e,Kepler-107,1,4,5854,1.447,1.238,0.321,,4.29,
7885,Kepler-107 e,Kepler-107,1,4,5851,1.411,1.142,0.27,,,
7886,Kepler-107 e,Kepler-107,1,4,5886,1.42,1.16,0.2,,5.37,
7887,Kepler-1070 b,Kepler-1070,1,1,6616,1.353,1.227,-0.16,,,
7888,Kepler-1070 b,Kepler-1070,1,1,6154.96,1.22077,1.17,-0.071,0.28486,,
7889,Kepler-1070 b,Kepler-1070,1,1,6277,1.097,1.148,-0.02,,,
7890,Kepler-1070 b,Kepler-1070,1,1,6154.96,1.22077,1.17,-0.071,0.28486,,
7891,Kepler-1070 b,Kepler-1070,1,1,6090,1.215,,,,,
7892,Kepler-1070 b,Kepler-1070,1,1,6582,1.25,1.23,,,1.34,
7893,Kepler-1070 b,Kepler-1070,1,1,6616,1.353,1.227,-0.16,,,
7894,Kepler-1070 b,Kepler-1070,1,1,6616,1.353,1.227,-0.16,,,
7895,Kepler-1070 b,Kepler-1070,1,1,6090,1.189,1.06,-0.05,,4.47,
7896,Kepler-1070 b,Kepler-1070,1,1,6261,1.32,1.21,0.03,,2.75,
7897,Kepler-1070 b,Kepler-1070,1,1,6154.96,1.22077,1.17,-0.071,0.28486,,
