,hostname,st_teff,st_mass,st_rad,st_met,st_lum,st_age,st_vsin
742,HD 73526,5508.073158297186,1.041,1.5189297367316021,0.10419310765191298,-0.13412174868390936,6.913463839681134,5.598415605095542
743,HD 73534,4962.0,1.2235999999999998,2.545,0.28,0.54,7.04,1.0
744,HD 73583,4585.375,0.7183333333333333,0.6520416666666666,0.0,-0.74425,0.48,3.5
745,HD 74156,6016.980166666666,1.1900689583333333,1.5432986666666666,0.0947,0.44159499999999996,3.7,4.06
746,HD 74698,5783.0,1.039,1.333,0.07,0.25285,7.847,2.2
747,HD 75302,5415.146316594372,1.06,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,2.1,0.46
748,HD 75784,4883.666666666667,1.2966666666666666,3.3449999999999998,0.265,0.77,5.36,5.598415605095542
749,HD 75898,6081.875,1.305625,1.5422630700649356,0.28,0.16293912565804533,3.5,4.37
750,HD 76700,5656.0,1.04,1.37,0.31,-0.13412174868390936,11.0,1.35
751,HD 76920,4675.333333333333,1.13,8.16,-0.19,1.46982,5.2,2.5
752,HD 77338,5355.5,1.1500000000000001,0.925,0.32,-0.2596,4.626927679362267,2.33
753,HD 77946,6025.333333333333,1.18365,1.3189466666666665,0.18,0.30878,3.85,5.598415605095542
754,HD 79181,4862.0,1.28,11.06,-0.28,1.78965,4.626927679362267,1.84
755,HD 7924,5128.052000000001,0.8104144,0.7815146666666667,-0.15233333333333332,-0.23408116578927288,4.626927679362267,4.182277070063694
756,HD 80653,5971.0,1.18,1.2248812500000001,0.255,0.052939125658045316,2.67,5.598415605095542
757,HD 80869,5837.0,1.0733333333333335,1.062,0.17,-0.13412174868390936,4.626927679362267,3.7
758,HD 80883,5415.146316594372,0.88,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
759,HD 80913,5415.146316594372,1.11,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
760,HD 81040,5727.5,0.9984,0.885,-0.16,-0.07676,0.73,2.0
761,HD 81688,4775.0,1.4233333333333336,12.065000000000001,-0.32,1.78032,4.626927679362267,5.598415605095542
762,HD 81817,4777.573158297186,4.3,42.6539297367316,-0.09080689234808703,1.5633191256580452,2.3884638396811337,5.149207802547771
763,HD 82886,5032.5,1.795,5.029999999999999,-0.31,1.14301,7.0,0.43
764,HD 82943,5960.862,1.0995316000000002,1.1485262500000002,0.2452,0.19405,2.35,1.7
765,HD 8326,4914.0,0.8,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
766,HD 83443,5439.763333333333,0.9562146428571429,0.9604539,0.34,-0.1032,2.92,1.35
767,HD 85390,5178.666666666667,0.6859999999999999,0.8,-0.07,-0.36653,7.2,5.598415605095542
768,HD 8574,6037.285,1.1681955,1.4053223333333333,0.01,0.37649,4.626927679362267,4.5
769,HD 86065,5415.146316594372,0.81,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
770,HD 86226,5879.666666666666,1.026,1.0409166666666667,0.034,0.04844,3.05,3.9992078025477706
771,HD 86264,6210.0,1.3666666666666665,1.88,0.202,0.66,2.24,12.8
772,HD 86728,5610.0,0.967,1.237,0.2,0.13513,4.626927679362267,2.4
773,HD 86950,4805.0,1.66,8.8,0.04,1.55991,4.626927679362267,5.598415605095542
774,HD 87816,4989.0,2.41,9.0,0.14,1.65514,4.626927679362267,5.598415605095542
775,HD 87883,4961.47,0.7831532,0.7828523333333334,0.05,-0.498,9.8,2.17
776,HD 88072,5415.146316594372,1.04,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
777,HD 88133,5418.666666666667,1.1783333333333335,2.0522050000000003,0.33,0.57,5.37,2.2
778,HD 88986,5861.0,1.25,1.543,0.06,-0.13412174868390936,7.9,3.3
779,HD 89307,5943.428,1.0826666666666667,1.0631,-0.14,0.113,2.31,3.21
780,HD 89345,5550.666666666667,1.18025,1.7061633333333335,0.421,0.42488,9.4,0.58
781,HD 89839,6314.0,1.255,1.5078594734632043,0.04,-0.13412174868390936,1.6,4.2
782,HD 90156,5614.3099999999995,0.847977,0.920286,-0.24,-0.14267,4.4,5.598415605095542
783,HD 9174,5577.0,1.03,1.67,0.39,0.38202,9.0,2.1
784,HD 92788,5736.833333333334,1.1037499999999998,1.1332331249999998,0.2885,-0.05706087434195468,2.325,2.2595
785,HD 93083,4995.0,0.7,1.5078594734632043,0.15,-0.38722,4.626927679362267,0.9
786,HD 93351,5415.146316594372,0.94,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
787,HD 93385,5977.0,1.04,1.5078594734632043,0.02,0.20682999999999999,3.2999999999999994,5.598415605095542
788,HD 9446,5793.0,1.0,1.0,0.09,0.04139,4.626927679362267,4.0
789,HD 94771,5631.0,1.2,1.903,0.22,0.51587,5.733,3.2
790,HD 94834,4798.0,1.11,4.2,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
791,HD 94890,4867.0,1.74,10.71,-0.02,1.7635,4.626927679362267,5.598415605095542
792,HD 95086,7595.0,1.685,1.48667,-0.011613784696174044,0.82124,0.017,5.598415605095542
793,HD 95089,4939.0,1.51,5.035,0.01919310765191298,0.49810412565804535,3.5634638396811336,5.598415605095542
794,HD 95127,4218.0,2.45,30.505,-0.18,2.28,5.5,2.6
795,HD 95338,5193.5,0.83,0.87,0.04,-0.3098,5.08,1.23
796,HD 95544,5722.0,1.0633333333333335,1.088,0.11,-0.13412174868390936,4.626927679362267,3.3
797,HD 95872,5312.0,0.825,0.84,0.41,-0.13412174868390936,10.0,5.598415605095542
798,HD 96063,5084.0,1.195,4.625,-0.3,1.1038,9.0,0.87
799,HD 96127,4047.5,5.925,43.05,-0.24,2.86,4.626927679362267,5.598415605095542
800,HD 96700,5845.0,0.89,1.5078594734632043,-0.18000000000000002,0.13988,8.6,5.598415605095542
801,HD 96992,4725.0,0.96,7.43,-0.45,1.47,4.626927679362267,1.9
802,HD 97037,5415.146316594372,1.06,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
803,HD 97048,10000.0,2.4,2.25,-0.011613784696174044,1.60206,0.003,5.598415605095542
804,HD 97658,5162.004,0.806096625,0.7297382222222222,-0.24,-0.43367,6.0,0.5
805,HD 98219,4954.333333333333,1.4733333333333334,4.316666666666666,-0.02,1.04922,4.0,0.3
806,HD 98649,5774.5,1.005,1.005,0.02,-0.066,2.3,1.19
807,HD 99109,5292.636666666666,0.8863893333333334,0.983152,0.3839,-0.13412174868390936,4.626927679362267,1.86
808,HD 99283,4886.0,1.76,11.21,-0.16,1.80963,4.626927679362267,1.87
809,HD 99706,5155.073158297186,1.6733333333333333,3.622263070064936,0.004193107651912978,0.5266991256580453,3.363463839681134,3.2442078025477707
810,HIP 105854,4780.0,2.1,1.5078594734632043,0.31,1.67,4.626927679362267,5.598415605095542
811,HIP 107772,5415.146316594372,0.63,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
812,HIP 107773,4945.0,2.42,11.6,0.03,1.87,4.626927679362267,2.0
813,HIP 109384,5180.0,0.78,1.5078594734632043,-0.26,-0.13412174868390936,4.626927679362267,2.7
814,HIP 113103,4887.5,0.761,0.7464999999999999,-0.1,-0.13412174868390936,0.47,3.0
815,HIP 114933,4823.0,1.39,5.27,0.06,1.13988,3.4,3.3
816,HIP 12961,3943.5,0.655,0.6553995,-0.14,-1.00302,4.626927679362267,5.598415605095542
817,HIP 14810,5518.144444444445,0.9831111111111112,1.0337425,0.23666666666666666,-0.022463333333333335,5.84,0.5266666666666667
818,HIP 34222,5415.146316594372,0.62,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
819,HIP 35173,4881.0,0.79,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
820,HIP 35965,5415.146316594372,0.78,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
821,HIP 39017,5415.146316594372,1.52,1.5078594734632043,-0.26,-0.13412174868390936,0.115,5.598415605095542
822,HIP 41378,6264.833055555556,1.1578333333333333,1.3241790277777776,-0.105,-0.13412174868390936,4.510951786241511,6.364999999999999
823,HIP 4845,5415.146316594372,0.62,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
824,HIP 48714,5415.146316594372,0.58,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
825,HIP 5158,4837.833333333334,0.7216666666666667,0.75306675,0.17,-0.5608,5.313463839681134,5.598415605095542
826,HIP 54373,4021.0,0.57,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
827,HIP 54597,4799.0,0.745,0.66,-0.22,-0.68194,4.3,0.5
828,HIP 55507,5415.146316594372,0.65,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
829,HIP 56640,4769.0,1.2766666666666666,4.93,-0.03,1.04999,9.15,3.1
830,HIP 56998,4654.4349999999995,0.653,0.6303575,-0.343,-0.13412174868390936,6.88,2.47
831,HIP 57274,4611.11111111111,0.6788888888888889,0.7042666666666667,0.06333333333333334,-0.08138666666666668,7.87,0.5
832,HIP 5763,5415.146316594372,0.72,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
833,HIP 63242,4830.0,1.54,1.5078594734632043,-0.31,1.63,4.626927679362267,3.7
834,HIP 65407,5460.0,0.93,1.5078594734632043,0.25,-0.13412174868390936,4.626927679362267,2.8
835,HIP 65426,8840.0,1.96,1.77,-0.011613784696174044,-0.13412174868390936,0.014,299.0
836,HIP 65891,5000.0,2.495,8.93,0.16,1.65,4.626927679362267,2.5
837,HIP 66074,4300.0,0.705,0.69,0.12,-0.81816,7.9,1.8
838,HIP 67522,5704.833333333334,1.22,1.37466125,-0.005806892348087022,0.24304,0.017,54.2
839,HIP 67537,4985.0,2.3786666666666667,8.69,0.15,1.61669,4.626927679362267,2.3
840,HIP 67851,4856.25,1.5216666666666665,5.8216,0.005,1.213865,4.626927679362267,1.8
841,HIP 71135,4146.0,0.66,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
842,HIP 74890,4850.0,1.74,5.77,0.2,1.21484,4.626927679362267,2.2
843,HIP 75092,4891.0,1.28,4.53,-0.01,1.01995,4.3,3.1
844,HIP 77900,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
845,HIP 78530,9912.666666666666,2.3973333333333335,2.10876,-0.011613784696174044,1.3684,0.01,5.598415605095542
846,HIP 79431,3191.0,0.49,1.5078594734632043,0.4,-0.13412174868390936,4.626927679362267,5.598415605095542
847,HIP 8152,5644.0,0.9236500000000001,0.9448456666666667,-0.041499999999999995,-0.0804,7.1,5.598415605095542
848,HIP 86221,5415.146316594372,0.79,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
849,HIP 90988,4883.0,1.4565000000000001,3.94,0.17,0.88986,4.55,3.5
850,HIP 91258,5519.0,0.96,0.9450000000000001,0.23,-0.222,2.4,3.5
851,HIP 948,5415.146316594372,0.71,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
852,HIP 9618,5608.39,0.9646666666666667,0.961375,-0.018,-0.0716,5.6,5.598415605095542
853,HIP 97166,5193.5,0.9161,0.8440833333333333,0.259,-0.32514,2.265,5.598415605095542
854,HIP 97233,5020.0,1.8266666666666669,5.34,0.29,1.204,4.626927679362267,2.2
855,HIP 99770,8000.0,1.85,1.5078594734632043,-0.011613784696174044,1.14176,0.264,65.0
856,HN Lib,3347.0,0.291,0.299,-0.18,-1.99542,4.4,2.0
857,HN Peg,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.3,10.0
858,HR 2562,6597.0,1.334,1.334,0.02,-0.13412174868390936,0.6,5.598415605095542
859,HR 810,6167.0,1.1333333333333335,1.13,0.16,-0.13412174868390936,4.626927679362267,5.598415605095542
860,HR 8799,7220.865,1.5622916666666669,1.49338,-0.4775,0.73347,0.0525,5.598415605095542
861,HS Psc,4203.0,0.69,0.65,-0.05,-0.91364,0.133,29.7
862,IC 4651 9122,5415.146316594372,2.1,1.5078594734632043,0.12,-0.13412174868390936,1.14,5.598415605095542
863,K2-10,5572.285714285715,0.9318646666666667,0.924741875,-0.04,-0.10088,4.626927679362267,3.0
864,K2-100,6095.441111111111,1.1761249999999999,1.2511883333333333,0.2808,0.2713,0.75,13.3
865,K2-101,4815.764,0.7906068,0.7526074285714286,0.14,-0.5516,0.79,3.9
866,K2-102,4666.5,0.753,0.739216,0.14,-0.65738,0.79,3.0
867,K2-104,3649.0766666666664,0.4895202,0.475200625,0.18,-1.43415,0.79,2.6
868,K2-105,5472.377777777778,0.9767068571428572,0.9356037272727273,0.25,-0.18892,0.6,1.76
869,K2-107,6074.75,1.289396,1.7237803333333332,0.14,-0.13412174868390936,4.25,4.6
870,K2-108,5492.714285714285,1.3895083333333333,1.8233623333333335,0.33,0.40539,7.8,2.83
871,K2-11,5276.666666666667,1.12,1.9140000000000001,-0.12,-0.13412174868390936,4.626927679362267,5.598415605095542
872,K2-110,4941.0,0.7531941428571428,0.7030908888888888,-0.34,-0.56708,8.0,0.1
873,K2-111,5774.25,0.8466863,1.195121857142857,-0.45,0.07231412565804532,13.5,0.6000000000000001
874,K2-113,5636.85,1.018,1.1953333333333334,0.18,0.0086,5.9,2.06
875,K2-114,4972.75,0.8507142857142858,0.8575808,0.38,-0.44491,7.2,5.598415605095542
876,K2-115,5691.25,0.9331428571428572,0.863908,-0.1,-0.10791,2.2,5.598415605095542
877,K2-116,4376.925,0.7052673333333334,0.6715565,0.01,-0.13412174868390936,4.626927679362267,5.598415605095542
878,K2-117,3746.2799999999997,0.5435556666666668,0.4921368625,-0.05,-1.3555199999999998,4.626927679362267,5.598415605095542
879,K2-118,4726.29,0.756446,0.718313,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
880,K2-119,4635.7,0.73566725,0.6944495,-0.05,-0.68533,4.626927679362267,5.598415605095542
881,K2-12,5785.4,1.02268325,1.074352,0.03,-0.13412174868390936,8.9,5.598415605095542
882,K2-121,4599.906666666667,0.71876475,0.6857034545454546,-0.14,-0.74531,4.626927679362267,5.598415605095542
883,K2-123,3957.111666666666,0.6149789999999999,0.605761625,-0.02,-1.14267,4.626927679362267,5.598415605095542
884,K2-124,3556.34,0.41460575,0.3706702857142857,0.023,-1.65919,4.626927679362267,5.598415605095542
885,K2-125,3654.47,0.494727,0.402049,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
886,K2-126,4324.166,0.6659328,0.6403474285714286,0.02,-0.87762,4.626927679362267,5.598415605095542
887,K2-127,4758.71,0.7533110000000001,0.8381893333333333,-0.11,-0.25445,4.626927679362267,5.598415605095542
888,K2-128,4545.255,0.6991225,0.668742,-0.26,-0.13412174868390936,4.626927679362267,5.598415605095542
889,K2-129,3459.09,0.360031,0.287505,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
890,K2-13,5644.333333333333,0.87,0.9166666666666666,-0.54,-0.13412174868390936,4.626927679362267,5.598415605095542
891,K2-130,4442.235000000001,0.6853484999999999,0.6836236666666666,-0.24,-0.13412174868390936,4.626927679362267,5.598415605095542
892,K2-131,5172.428571428572,0.8157656,0.7706491428571428,-0.02,-0.13412174868390936,5.3,4.3
893,K2-132,4905.2,1.0828876,3.6020885000000002,-0.11,0.94349,5.5,3.36
894,K2-133,3666.9166666666665,0.47937500000000005,0.4604166666666667,-0.011613784696174044,-1.46128,4.626927679362267,5.598415605095542
895,K2-137,3594.5,0.463,0.366,-0.059,-0.13412174868390936,4.626927679362267,5.598415605095542
896,K2-138,5333.437499999999,0.9267500000000001,0.8537499999999999,0.148,-0.13412174868390936,2.7999999999999994,3.183069267515924
897,K2-139,5378.333333333333,0.9425426666666666,0.8914576000000001,0.24,-0.13412174868390936,1.8,2.8
898,K2-14,3876.105,0.508811,0.5454664,-0.37,-0.13412174868390936,4.626927679362267,5.598415605095542
899,K2-140,5647.0,0.9974225999999999,1.0143198,0.1,-0.04915,9.8,3.6
900,K2-141,4554.05,0.702,0.68472,0.0,-0.75,6.3,4.299207802547771
901,K2-146,3381.75,0.3380268333333334,0.33458099999999996,-0.02,-1.82391,5.0,2.0
902,K2-147,3712.3333333333335,0.573,0.43825000000000003,-0.1,-1.29243,4.626927679362267,5.598415605095542
903,K2-149,3745.0,0.595,0.568,0.11,-1.3098,4.626927679362267,5.598415605095542
904,K2-15,5145.666666666667,0.765,0.755,-0.46,-0.13412174868390936,4.626927679362267,5.598415605095542
905,K2-150,3499.0,0.457,0.398,0.09,-1.58503,4.626927679362267,5.598415605095542
906,K2-152,3992.0,0.642,0.6205,0.09,-1.06048,4.626927679362267,5.598415605095542
907,K2-153,3782.5,0.531,0.5125,-0.09,-1.36653,4.626927679362267,5.598415605095542
908,K2-154,4037.5,0.661,0.6395,0.2,-1.01773,4.626927679362267,5.598415605095542
909,K2-155,4058.1225,0.5888888888888889,0.5593138333333333,-0.34,-1.22915,4.626927679362267,5.598415605095542
910,K2-156,4505.666666666667,0.6511315,0.6318476666666667,-0.25,-0.13412174868390936,4.626927679362267,1.8
911,K2-157,5361.11111111111,0.8982515000000001,0.863972111111111,0.05666666666666667,-0.13412174868390936,8.8,3.0
912,K2-158,5499.5,0.9231892500000001,0.93552425,0.07,-0.13412174868390936,4.626927679362267,5.598415605095542
913,K2-159,5422.0,0.89285,0.8299574999999999,-0.07,-0.13412174868390936,4.626927679362267,5.598415605095542
914,K2-16,4958.8821055314575,0.6766666666666667,0.9324864911544015,-0.270537928232058,-0.13412174868390936,4.626927679362267,3.199471868365181
915,K2-160,5649.0,0.982829,0.913754,0.07,-0.13412174868390936,4.626927679362267,5.598415605095542
916,K2-161,4972.0,0.986876,2.568173,-0.03,-0.13412174868390936,4.626927679362267,5.598415605095542
917,K2-162,4863.5,0.763317,0.707813,-0.09,-0.13412174868390936,4.626927679362267,5.598415605095542
918,K2-163,4937.0,0.826112,0.762201,0.14,-0.13412174868390936,4.626927679362267,5.598415605095542
919,K2-164,5842.5,1.180894,1.5086896666666665,-0.23,-0.13412174868390936,4.626927679362267,5.598415605095542
920,K2-165,5177.778333333333,0.834847,0.8094568333333333,-0.05000000000000001,-0.13412174868390936,4.626927679362267,5.598415605095542
921,K2-166,5678.073158297186,1.09466625,1.4554844867316021,0.03919310765191297,-0.13412174868390936,4.626927679362267,5.598415605095542
922,K2-167,6059.214285714285,1.093453,1.490451857142857,-0.4,0.43616,7.5,5.598415605095542
923,K2-168,5509.966666666667,0.89193475,0.869526375,-0.07080689234808703,-0.13412174868390936,4.626927679362267,5.598415605095542
924,K2-169,5447.5,0.986144,0.9100176666666666,0.26,-0.13412174868390936,4.626927679362267,5.598415605095542
925,K2-17,4214.682,0.6311785,0.5918138333333333,0.15,-0.13412174868390936,4.626927679362267,5.598415605095542
926,K2-170,5748.5,0.963657,1.0155046666666667,-0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
927,K2-171,5141.0,0.891587,1.6218193333333335,-0.09,-0.13412174868390936,4.626927679362267,5.598415605095542
928,K2-172,5515.333333333334,0.945017,0.8518362500000001,-0.06,-0.16813587434195468,4.626927679362267,5.598415605095542
929,K2-173,5576.675,0.932269,0.922167,-0.533,-0.05981,4.626927679362267,5.598415605095542
930,K2-174,4379.403333333334,0.67210025,0.7048222857142857,0.113,-0.77269,4.626927679362267,5.598415605095542
931,K2-175,5909.0,1.094693,1.420038,0.05,-0.13412174868390936,4.626927679362267,5.598415605095542
932,K2-176,5428.0,0.938545,0.88758,0.15,-0.13412174868390936,4.626927679362267,5.598415605095542
933,K2-177,6063.0,1.210525,1.213565,0.41,-0.13412174868390936,4.626927679362267,5.598415605095542
934,K2-178,5706.5,0.95109,0.9048713333333334,0.09,-0.13412174868390936,4.626927679362267,5.598415605095542
935,K2-179,5043.49,0.8361725,0.705472,0.03,-0.52287,4.626927679362267,5.598415605095542
936,K2-18,3460.7,0.3773605,0.40720599999999996,0.05419310765191297,-0.8655008743419548,4.626927679362267,5.598415605095542
937,K2-180,5288.0,0.7450460000000001,0.6899689,-0.71,-0.43904,9.5,0.1
938,K2-181,5568.5,0.9969798333333334,1.0581155,0.42,-0.04431,5.9,2.1
939,K2-182,5154.175,0.8587137142857142,0.7985862,0.09,-0.39158,2.07,5.598415605095542
940,K2-183,5482.507111111111,0.9404610833333334,0.9229645492063492,0.08139999999999999,-0.13334449912260624,4.626927679362267,5.598415605095542
941,K2-184,5238.3240000000005,0.8597972,0.7763792857142857,-0.1,-0.39912,4.626927679362267,5.598415605095542
942,K2-185,5771.5,0.96405475,0.9153081666666667,-0.1,-0.13412174868390936,4.626927679362267,5.598415605095542
943,K2-186,5784.0,1.018617,1.019115,0.06,-0.13412174868390936,4.626927679362267,5.598415605095542
944,K2-187,5457.1669999999995,0.9680620625,0.9024377553571429,0.124,-0.149608811512932,4.626927679362267,5.598415605095542
945,K2-188,5957.719999999999,1.079979125,1.1694177857142858,0.16,0.03837412565804532,4.626927679362267,5.598415605095542
946,K2-189,5484.0,0.9158741333333332,0.8728102678571429,0.0,-0.1763358743419547,4.626927679362267,1.9
947,K2-19,5404.497619047619,0.9129517408702409,0.8642613294413919,0.02666666666666667,-0.18673449912260623,6.875642559787423,1.6166666666666665
948,K2-190,5624.65,0.92619775,0.9382413333333333,-0.19,-0.10096587434195467,4.626927679362267,5.598415605095542
949,K2-191,5066.666666666667,0.854998,0.880375,0.31,-0.34502,4.626927679362267,5.598415605095542
950,K2-192,5212.333333333333,0.8822063333333334,0.81370525,0.05,-0.36021,4.626927679362267,5.598415605095542
951,K2-193,5672.0,0.9960999999999999,0.9514866,0.21,-0.07572,4.626927679362267,5.598415605095542
952,K2-194,6095.5,1.155043,1.3014683333333334,0.1,0.36302,4.626927679362267,5.598415605095542
953,K2-195,5718.655000000001,0.970576,0.94238535,-0.10200000000000001,-0.07304087434195468,4.626927679362267,5.598415605095542
954,K2-196,6045.0,1.162095,1.538801,0.01,-0.13412174868390936,4.626927679362267,5.598415605095542
955,K2-197,5649.0,0.992209,0.929261,0.08,-0.11379,4.626927679362267,5.598415605095542
956,K2-198,5216.044999999999,0.8380927777777778,0.7760115666666666,0.009333333333333332,-0.4008399999999999,4.626927679362267,5.598415605095542
957,K2-199,4582.083333333334,0.7103149333333333,0.6721700625,-0.12000000000000001,-0.727025,5.04,5.598415605095542
958,K2-200,5125.42,0.847104,0.7997943333333334,-0.04,-0.4288,4.626927679362267,5.598415605095542
959,K2-201,5507.0,0.956055,0.8990805,0.13,-0.13412174868390936,4.626927679362267,5.598415605095542
960,K2-2016-BLG-0005L,5415.146316594372,0.579,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
961,K2-202,5491.0,0.971461,0.9168425,0.27,-0.13412174868390936,4.626927679362267,5.598415605095542
962,K2-203,5013.0,0.7932655,0.767998,-0.07,-0.47237,6.9,5.598415605095542
963,K2-204,5769.0,1.042628,1.1735550000000001,0.21,0.19866,6.5,5.598415605095542
964,K2-205,5890.0,0.951027,1.1372870000000002,-0.26,-0.13412174868390936,4.626927679362267,5.598415605095542
965,K2-206,5043.0,0.789481,0.758046,-0.14,-0.13412174868390936,4.626927679362267,5.598415605095542
966,K2-207,5522.0,0.941851,0.928579,0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
967,K2-208,5541.0,0.903092,0.874456,-0.064,-0.20135,6.1,5.598415605095542
968,K2-209,4720.0,0.74479,0.712365,-0.06,-0.13412174868390936,4.626927679362267,5.598415605095542
969,K2-21,4071.0885000000003,0.6151317083333334,0.5830538000000001,-0.11,-0.5595208743419546,1.0,5.598415605095542
970,K2-210,5448.0,0.911717,0.870895,0.0,-0.13412174868390936,4.626927679362267,5.598415605095542
971,K2-211,5232.666666666667,0.866456,0.81568175,0.11,-0.383,6.5,5.598415605095542
972,K2-212,4279.25,0.637976,0.6584511666666667,-0.33,-0.13412174868390936,4.626927679362267,5.598415605095542
973,K2-213,5794.0,1.069596,1.20424,0.25,-0.13412174868390936,4.626927679362267,5.598415605095542
974,K2-214,5832.333333333333,1.0340653333333334,1.2340336,0.05,-0.13412174868390936,4.626927679362267,1.9
975,K2-215,5704.0,0.999987,1.027549,0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
976,K2-216,4557.8,0.714874,0.6903782857142857,0.0,-0.72125,4.626927679362267,1.8
977,K2-217,5967.0,1.102661,1.3058589999999999,0.04,-0.13412174868390936,4.626927679362267,5.598415605095542
978,K2-218,5757.0,1.047488,1.0551155,0.25,-0.13412174868390936,4.626927679362267,5.598415605095542
979,K2-219,5753.0,1.021545,1.2551160000000001,0.13,-0.13412174868390936,4.626927679362267,5.598415605095542
980,K2-220,5623.666666666667,0.9432119999999999,1.0043092,-0.05,-0.13412174868390936,4.626927679362267,1.1
981,K2-221,5716.0,1.010842,1.0093495,0.13,-0.13412174868390936,4.626927679362267,5.598415605095542
982,K2-222,5999.2,0.96487425,1.0601125,-0.315,-0.13412174868390936,7.1,1.6
983,K2-223,5851.0,1.0635025,1.0010786666666667,0.19,-0.13412174868390936,4.626927679362267,5.598415605095542
984,K2-224,5618.5,0.90804525,0.8399995,-0.19,-0.13412174868390936,4.626927679362267,5.598415605095542
985,K2-225,5665.0,1.2888653333333333,1.5364343333333332,0.486,0.38202,0.0121,5.598415605095542
986,K2-226,5369.666666666667,0.8739936666666667,0.8744900000000001,-0.03,-0.25337,9.6,5.598415605095542
987,K2-227,5673.0,0.950811,0.890666,-0.1,-0.13412174868390936,4.626927679362267,5.598415605095542
988,K2-228,4739.5,0.7260575,0.6745085,-0.25,-0.13412174868390936,4.626927679362267,5.598415605095542
989,K2-229,5227.916666666666,0.84650475,0.78901625,-0.06,-0.13412174868390936,5.4,2.46
990,K2-230,5973.5,1.1206,1.285622,0.1,-0.13412174868390936,4.626927679362267,5.2
991,K2-231,5695.0,1.01,0.9903,0.14,-0.13412174868390936,3.0,2.0
992,K2-232,6044.25,1.1383333333333334,1.19375,0.1,0.23805,1.43,4.16
993,K2-233,4928.305555555556,0.793888888888889,0.7236111111111111,0.019333333333333338,-0.52288,0.36000000000000004,4.5
994,K2-237,6263.5,1.2598571428571428,1.3523075,0.14,0.37107,2.55,11.76
995,K2-238,5534.0,1.19,1.59,0.34,-0.13412174868390936,5.63,3.78
996,K2-239,3420.0,0.4000000000000001,0.36000000000000004,-0.10000000000000002,-1.7958799999999997,4.626927679362267,5.598415605095542
997,K2-24,5626.375,1.1135888571428572,1.1719081111111112,0.42,0.15836,5.1,2.0
998,K2-240,3810.0,0.58,0.54,-0.1,-1.27572,4.626927679362267,5.598415605095542
999,K2-241,5262.0,0.71,0.75,-0.44,-0.13412174868390936,4.626927679362267,2.08
1000,K2-242,3459.0,0.38,0.37,-0.01,-0.13412174868390936,4.626927679362267,5.598415605095542
1001,K2-243,6570.0,1.29,1.39,-0.03,-0.13412174868390936,4.626927679362267,5.598415605095542
1002,K2-244,5702.5,0.86,0.9054515000000001,-0.2,-0.13412174868390936,4.626927679362267,3.69
1003,K2-245,5867.5,0.855,1.103,-0.45,-0.13412174868390936,4.626927679362267,4.62
1004,K2-246,5610.0,0.87,0.94,-0.19,-0.13412174868390936,4.626927679362267,2.9
1005,K2-247,4667.0,0.74,0.69,-0.08,-0.13412174868390936,4.626927679362267,5.598415605095542
