,hostname,st_teff,st_mass,st_rad,st_met,st_lum,st_age,st_vsin
1006,K2-248,5528.0,0.88,0.92,-0.1,-0.13412174868390936,4.626927679362267,2.6
1007,K2-249,6504.0,1.32,1.57,0.04,-0.13412174868390936,4.626927679362267,5.598415605095542
1008,K2-25,3192.5,0.28217879999999995,0.29310533333333333,0.15,-2.08831,0.73,8.8
1009,K2-250,5087.5,0.8045,0.8035000000000001,-0.02,-0.44491,8.2,2.2
1010,K2-251,3717.0,0.52,0.49,-0.04,-0.13412174868390936,4.626927679362267,5.598415605095542
1011,K2-252,5152.0,0.79,0.82,-0.09,-0.13412174868390936,4.626927679362267,2.2
1012,K2-253,5672.5,1.08,1.09246,0.0,-0.13412174868390936,4.626927679362267,5.598415605095542
1013,K2-254,4629.0,0.71,0.67,-0.14,-0.13412174868390936,4.626927679362267,5.598415605095542
1014,K2-255,4676.0,0.71,0.69,-0.14,-0.13412174868390936,4.626927679362267,2.46
1015,K2-257,3725.0,0.52,0.5,-0.03,-0.13412174868390936,4.626927679362267,5.598415605095542
1016,K2-258,6351.0,1.21,1.31,0.01,-0.13412174868390936,4.626927679362267,5.598415605095542
1017,K2-259,5993.5,1.14,1.1038875,0.23,-0.13412174868390936,4.626927679362267,5.23
1018,K2-26,3730.2,0.534312,0.5150876666666667,-0.13,-1.35644,1.0,5.598415605095542
1019,K2-260,6467.166666666667,1.4393999999999998,1.7141666666666666,0.334,0.78817,0.65,16.0
1020,K2-261,5483.522222222222,1.11975,1.6637777777777778,0.36,0.35392,8.8,2.8
1021,K2-263,5382.0,0.88,0.8541147499999999,-0.04,-0.25964,7.0,2.0
1022,K2-264,3620.0,0.4835,0.473,0.12,-1.48149,4.626927679362267,5.598415605095542
1023,K2-268,5093.299,0.8398999999999999,0.7765336190476191,0.03,-0.1931813989471275,4.626927679362267,5.598415605095542
1024,K2-269,6140.48,1.17,1.3838485,-0.08,0.46786,4.626927679362267,5.598415605095542
1025,K2-270,4827.6025,0.8180000000000001,0.7832501666666667,0.24485,-0.3261558743419547,4.626927679362267,5.598415605095542
1026,K2-271,5569.965,0.93,0.96952,-0.422,-0.04982,4.626927679362267,5.598415605095542
1027,K2-272,5406.624000000001,0.8825000000000001,0.8028145714285715,-0.3547,-0.30214,4.626927679362267,5.598415605095542
1028,K2-273,5126.932,0.869,0.849795,0.2,-0.35279,4.626927679362267,5.598415605095542
1029,K2-274,5051.147999999999,0.8200000000000001,0.73893175,-0.13,-0.50903,4.626927679362267,5.598415605095542
1030,K2-275,4804.6604166666675,0.7766666666666666,0.7250016875,0.0,-0.59332,4.626927679362267,5.598415605095542
1031,K2-276,4991.0,0.8049999999999999,0.83167575,0.07,-0.40538,4.626927679362267,5.598415605095542
1032,K2-277,5696.857142857143,0.998,0.972457111111111,0.04,-0.0517,4.9,2.3
1033,K2-278,6152.0,1.19,1.4958225,0.0,0.39867,4.626927679362267,5.598415605095542
1034,K2-279,5491.99,0.8674999999999999,0.8428045,-0.5313,-0.20451,4.626927679362267,5.598415605095542
1035,K2-28,3207.2916666666665,0.22908875,0.26298442857142856,0.26,-0.13412174868390936,4.626927679362267,5.598415605095542
1036,K2-280,5687.5,1.1033333333333333,1.28669,0.353,-0.13412174868390936,8.96,2.5
1037,K2-281,4812.0,0.82,0.7246666666666667,0.22,-0.13412174868390936,4.626927679362267,5.598415605095542
1038,K2-282,5505.0,0.945,0.988625,-0.04000000000000001,-0.13412174868390936,4.626927679362267,5.598415605095542
1039,K2-283,5060.0,0.89,0.7963333333333332,0.28,-0.13412174868390936,4.626927679362267,5.598415605095542
1040,K2-284,4117.333333333333,0.63,0.6213333333333333,0.0,-1.01323,0.12,3.54
1041,K2-285,5017.375,0.83,0.7827500000000001,0.0,-0.13412174868390936,4.626927679362267,3.9
1042,K2-286,3926.0,0.64,0.62,0.0,-1.04576,4.626927679362267,5.598415605095542
1043,K2-287,5695.0,1.058,1.07,0.2,-0.13412174868390936,4.5,3.2
1044,K2-289,4384.666666666667,0.953,0.79625,0.162,-0.13412174868390936,4.626927679362267,5.598415605095542
1045,K2-291,5517.25,0.9313333333333333,0.91425,0.08,-0.16622,3.72,2.0
1046,K2-292,5725.0,1.0,1.09,0.07,-0.13412174868390936,6.8,4.6
1047,K2-293,5532.0,0.958,0.947,0.218,-0.13412174868390936,4.626927679362267,5.598415605095542
1048,K2-294,5612.0,0.987,1.2,0.194,-0.13412174868390936,4.626927679362267,5.598415605095542
1049,K2-295,4460.0,0.74,0.709,0.14,-0.13412174868390936,4.626927679362267,2.2
1050,K2-3,3883.9580419580416,0.576801898989899,0.5374905714285715,-0.11333333333333334,-1.16336,1.0,5.598415605095542
1051,K2-30,5440.888888888889,0.9229572500000001,0.9190246,0.136,-0.112,3.9,3.9
1052,K2-308,5940.0,1.09,1.24,-0.1,-0.13412174868390936,4.626927679362267,29.0
1053,K2-315,3300.0,0.174,0.196,-0.24,-2.38722,1.0,5.0
1054,K2-316,3436.0,0.408,0.379,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1055,K2-317,3387.0,0.403,0.379,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1056,K2-318,3851.0,0.561,0.552,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1057,K2-319,5440.0,0.954,0.898,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1058,K2-320,3157.0,0.117,0.3,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1059,K2-321,3751.6666666666665,0.5885,0.5895083333333333,0.148,-1.20066,4.626927679362267,5.598415605095542
1060,K2-322,4141.0,0.63,0.602,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1061,K2-323,3710.0,0.478,0.549,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1062,K2-324,3752.0,0.517,0.505,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1063,K2-325,3287.0,0.274,0.298,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1064,K2-326,3924.0,0.507,0.688,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1065,K2-329,5280.0,0.901,0.8326534999999999,0.098,-0.32514,1.8,1.9
1066,K2-33,3289.5,0.4063333333333334,0.7497246000000001,-0.011613784696174044,-0.83,0.0075,7.0
1067,K2-330,6219.99,1.2255,1.4734429999999998,-0.082,0.47702,4.626927679362267,5.598415605095542
1068,K2-331,5998.0,1.1,1.05575,0.08,-0.13412174868390936,4.626927679362267,5.598415605095542
1069,K2-332,3290.5,0.2674415,0.2582253333333333,0.09,-2.06542,4.626927679362267,5.598415605095542
1070,K2-333,5952.675,1.06,1.198435,0.07,-0.13412174868390936,4.626927679362267,5.598415605095542
1071,K2-334,6649.425,1.36,1.45419,0.17,-0.13412174868390936,4.626927679362267,5.598415605095542
1072,K2-335,6159.666666666667,1.225,1.34952075,0.08,0.39509,4.626927679362267,5.598415605095542
1073,K2-336,5332.59,0.885,0.788684,-0.2,-0.34534,4.626927679362267,5.598415605095542
1074,K2-337,5821.666666666667,1.01,1.2283945,-0.28,0.24964,4.626927679362267,5.598415605095542
1075,K2-338,4531.0,0.6839999999999999,0.5889843333333333,-0.23,-0.83644,4.626927679362267,5.598415605095542
1076,K2-339,4857.0,0.74,0.6479999999999999,-0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
1077,K2-34,6133.536666666667,1.1520934999999999,1.453098142857143,0.24,0.4843,2.88,5.65
1078,K2-340,5498.0,0.9450000000000001,1.12898,0.08,-0.00232,4.626927679362267,5.598415605095542
1079,K2-341,5788.0,0.98,1.0984136666666666,-0.05,-0.13412174868390936,4.626927679362267,5.598415605095542
1080,K2-342,6030.0,1.01,1.248,-0.06,-0.13412174868390936,4.626927679362267,5.598415605095542
1081,K2-343,3800.5,0.49,0.4804166666666667,-0.1,-0.13412174868390936,4.626927679362267,5.598415605095542
1082,K2-344,4013.6666666666665,0.51,0.5336666666666666,-0.95,-0.13412174868390936,4.626927679362267,5.598415605095542
1083,K2-345,3727.0,0.547811,0.48646700000000004,0.26,-1.32045,4.626927679362267,5.598415605095542
1084,K2-346,4736.5,0.728,0.6936224,-0.18,-0.66264,4.626927679362267,5.598415605095542
1085,K2-347,4495.0,0.6735,0.6103663333333333,-0.26,-0.89434,4.626927679362267,5.598415605095542
1086,K2-348,5116.083333333334,0.83,0.8441666666666667,0.13,-0.13412174868390936,4.626927679362267,5.598415605095542
1087,K2-349,4829.5,0.72,0.7003559999999999,-0.66,-0.36582,4.626927679362267,5.598415605095542
1088,K2-35,4452.767916666667,0.7047823333333334,0.6558337142857144,0.047,-0.42646587434195465,4.626927679362267,3.0
1089,K2-350,5791.5,0.995,1.0238993333333335,-0.02,-0.07293587434195468,4.626927679362267,5.598415605095542
1090,K2-351,5749.0,1.0266666666666666,1.0581200000000002,0.08,0.02389,4.626927679362267,5.598415605095542
1091,K2-352,5837.333333333333,0.98,0.941,-0.05000000000000001,-0.13412174868390936,4.626927679362267,5.598415605095542
1092,K2-353,5589.4,0.87,1.005,-0.21,-0.13412174868390936,4.626927679362267,5.598415605095542
1093,K2-354,3589.5,0.4229735,0.4159405,-0.04,-1.6137,4.626927679362267,5.598415605095542
1094,K2-355,5790.0,0.96,0.92,-0.12,-0.13412174868390936,4.626927679362267,5.598415605095542
1095,K2-356,5568.0,0.9,0.86,-0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
1096,K2-357,5794.0,0.98,1.0,-0.02,-0.13412174868390936,4.626927679362267,5.598415605095542
1097,K2-358,5650.0,0.93,0.91,-0.07,-0.13412174868390936,4.626927679362267,5.598415605095542
1098,K2-36,4905.378809523809,0.7914344791666668,0.7332967986111111,-0.045,-0.57,1.4,2.35
1099,K2-365,5620.5,0.9025,1.0161164,0.02,-0.01377,4.626927679362267,5.598415605095542
1100,K2-366,5087.5,0.825,0.7903333333333333,-0.216,-0.13412174868390936,4.626927679362267,5.598415605095542
1101,K2-367,4372.0,0.756,0.6283333333333333,-0.351,-0.13412174868390936,4.626927679362267,5.598415605095542
1102,K2-368,4665.666666666667,0.746,0.6311111111111111,-0.25,-0.13412174868390936,4.626927679362267,5.598415605095542
1103,K2-369,5592.0,0.735,0.87017625,-0.14,-0.13412174868390936,4.626927679362267,5.598415605095542
1104,K2-37,5260.2,0.8768691999999999,0.8121918095238095,-0.06,-0.22540783245593957,4.626927679362267,1.7666666666666666
1105,K2-370,5375.333333333333,0.984,0.9806666666666667,0.018,-0.13412174868390936,4.626927679362267,5.598415605095542
1106,K2-371,4950.5,0.866,0.7454466666666667,-0.107,-0.51657,4.626927679362267,5.598415605095542
1107,K2-372,5489.615,0.9035,0.93223875,0.0182,-0.12154,4.626927679362267,5.598415605095542
1108,K2-373,6138.0,1.158,1.4965,0.049,-0.13412174868390936,4.626927679362267,5.598415605095542
1109,K2-374,5789.0,0.731,0.907,-0.292,-0.13412174868390936,4.626927679362267,5.598415605095542
1110,K2-375,5828.693333333334,1.0845,1.427101,0.03,0.39626,4.626927679362267,5.598415605095542
1111,K2-376,5937.0,0.908,1.149,-0.176,-0.13412174868390936,4.626927679362267,5.598415605095542
1112,K2-377,4257.0,0.7475,0.6793279999999999,-0.008,-0.81809,4.626927679362267,5.598415605095542
1113,K2-378,4838.5,0.8565,0.731807,-0.206,-0.56665,4.626927679362267,5.598415605095542
1114,K2-379,4603.0,0.856,0.7204999999999999,-0.045,-0.13412174868390936,4.626927679362267,5.598415605095542
1115,K2-38,5728.583333333334,1.1535666666666666,1.1178333333333335,0.255,0.03743,6.4,1.5
1116,K2-380,5911.0,0.993,1.225,-0.049,-0.13412174868390936,4.626927679362267,5.598415605095542
1117,K2-381,4582.88888888889,0.754,0.6474772444444444,-0.244,-0.13412174868390936,4.626927679362267,5.598415605095542
1118,K2-382,5511.0,0.922,0.8345866666666667,0.0,-0.13412174868390936,4.626927679362267,5.598415605095542
1119,K2-383,5180.0,1.061,0.8357083333333334,0.187,-0.13412174868390936,4.626927679362267,5.598415605095542
1120,K2-384,3646.7,0.33,0.30856666666666666,0.068,-0.13412174868390936,4.626927679362267,5.598415605095542
1121,K2-385,4844.0,0.927,0.7475,-0.224,-0.13412174868390936,4.626927679362267,5.598415605095542
1122,K2-386,5670.5,0.911,0.9973333333333333,0.074,-0.13412174868390936,4.626927679362267,5.598415605095542
1123,K2-387,3572.0,0.57,0.533,0.126,-0.13412174868390936,4.626927679362267,5.598415605095542
1124,K2-388,5333.25,0.8713333333333333,0.9085000000000001,0.124,-0.13412174868390936,4.626927679362267,1.9
1125,K2-389,5780.5,0.8333333333333335,1.0856666666666668,-0.034,-0.13412174868390936,4.626927679362267,3.699207802547771
1126,K2-39,4905.875,1.1864000000000001,2.8038925,0.32,-0.13412174868390936,6.7,0.1
1127,K2-390,5542.666666666667,0.789,0.9706666666666667,-0.116,-0.13412174868390936,4.626927679362267,5.598415605095542
1128,K2-391,5543.0,0.757,0.566,-0.543,-0.13412174868390936,4.626927679362267,5.598415605095542
1129,K2-392,5726.0,0.841,1.058,-0.238,-0.13412174868390936,4.626927679362267,5.598415605095542
1130,K2-393,5609.0,0.881,1.0955,0.076,-0.13412174868390936,4.626927679362267,5.598415605095542
1131,K2-394,4541.666666666667,0.478,0.637,-0.388,-0.13412174868390936,4.626927679362267,5.598415605095542
1132,K2-395,5007.0,0.952,0.783,-0.033,-0.13412174868390936,4.626927679362267,5.598415605095542
1133,K2-396,5236.0,0.954,0.92,0.237,-0.13412174868390936,4.626927679362267,5.598415605095542
1134,K2-397,5387.0,0.937,0.966,0.11,-0.13412174868390936,4.626927679362267,5.598415605095542
1135,K2-398,5946.0,0.945,1.239,-0.257,-0.13412174868390936,4.626927679362267,5.598415605095542
1136,K2-4,4090.546,0.5980065,0.5801178333333333,-0.12,-0.91516,4.626927679362267,5.598415605095542
1137,K2-400,3578.0,0.374,0.382,-0.051,-0.13412174868390936,4.626927679362267,5.598415605095542
1138,K2-401,4213.0,0.87,0.675,-0.098,-0.13412174868390936,4.626927679362267,5.598415605095542
1139,K2-402,5716.0,0.944,1.28,-0.378,-0.13412174868390936,4.626927679362267,5.598415605095542
1140,K2-403,5496.666666666667,0.784,0.894,-0.162,-0.13412174868390936,4.626927679362267,5.598415605095542
1141,K2-404,3748.0,0.552,0.552,0.005,-0.13412174868390936,4.626927679362267,5.598415605095542
1142,K2-405,4908.0,1.034,0.7766666666666667,0.132,-0.13412174868390936,4.626927679362267,5.598415605095542
1143,K2-406,5784.0,0.798,0.961,-0.038,-0.13412174868390936,4.626927679362267,5.598415605095542
1144,K2-407,5563.0,0.881,0.927,0.014,-0.13412174868390936,4.626927679362267,5.598415605095542
1145,K2-408,5335.0,0.813,0.784,-0.171,-0.13412174868390936,4.626927679362267,5.598415605095542
1146,K2-409,5742.0,0.886,1.228,-0.036,-0.13412174868390936,4.626927679362267,5.598415605095542
1147,K2-411,5711.0,1.018,1.375,0.1415,-0.13412174868390936,4.626927679362267,5.598415605095542
1148,K2-412,5590.0,0.893,0.977,0.014,-0.13412174868390936,4.626927679362267,5.598415605095542
1149,K2-413,4116.0,0.808,0.7,-0.205,-0.13412174868390936,4.626927679362267,5.598415605095542
1150,K2-414,4343.0,0.814,0.732,-0.102,-0.13412174868390936,4.626927679362267,5.598415605095542
1151,K2-415,3169.5,0.1635,0.1954285,-0.13,-2.45469,4.626927679362267,5.598415605095542
1152,K2-416,3746.0,0.548,0.554,-0.011613784696174044,-1.27003,4.626927679362267,5.598415605095542
1153,K2-417,3861.0,0.569,0.5776,-0.011613784696174044,-1.20204,4.626927679362267,5.598415605095542
1154,K2-42,4544.5,0.702,0.6636666666666667,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1155,K2-43,3828.832,0.5804773333333333,0.5690374166666667,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1156,K2-44,5875.0,1.1165273333333332,1.4097410000000001,-0.02,-0.13412174868390936,4.626927679362267,5.598415605095542
1157,K2-45,4253.275,0.5925945,0.6572086,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1158,K2-46,6262.25,0.9875465,1.2617776,-0.5,-0.13412174868390936,4.626927679362267,5.598415605095542
1159,K2-47,4932.0,0.75,0.7546666666666667,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1160,K2-48,4813.5,0.77,0.7040000000000001,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1161,K2-49,4252.0,0.51,0.6053333333333334,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1162,K2-5,4026.458333333333,0.5533333333333333,0.5309,-0.42000000000000004,-0.13412174868390936,4.626927679362267,5.598415605095542
1163,K2-50,4852.073158297186,0.611,0.622,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1164,K2-52,5506.666666666667,1.4505,1.4955,0.055,-0.13412174868390936,4.626927679362267,5.598415605095542
1165,K2-53,4942.75,0.7996666666666666,0.7829332,-0.037,-0.5788,4.626927679362267,5.598415605095542
1166,K2-54,3894.0,0.518,0.5135000000000001,-0.02,-1.02228,4.626927679362267,5.598415605095542
1167,K2-55,4323.2474999999995,0.6842874999999999,0.6908374444444445,0.376,-0.78432,4.626927679362267,2.2
1168,K2-57,4411.666666666667,0.6910000000000001,0.64275,0.08,-0.8122,6.8,5.598415605095542
1169,K2-58,5168.194444444444,0.8694995555555556,0.8165094666666667,0.11,-0.2219611657892729,4.626927679362267,5.598415605095542
1170,K2-59,4915.0,0.774,0.7003333333333334,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1171,K2-6,5736.0,0.9434466666666667,0.931584,-0.14,-0.13412174868390936,4.626927679362267,5.598415605095542
1172,K2-60,5594.0,1.0125,1.3335114285714285,0.18,0.28233,10.0,2.2
1173,K2-61,5840.0,1.0575505,1.0613335,0.17,-0.01524,4.626927679362267,1.6
1174,K2-62,4611.475,0.7092928749999999,0.6704773666666666,-0.1,-0.4303508743419547,4.626927679362267,5.598415605095542
1175,K2-63,6228.5,1.4,1.283,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1176,K2-64,5338.666666666667,0.8405,0.82210125,-0.011613784696174044,-0.23421,4.626927679362267,5.598415605095542
1177,K2-65,4907.666666666667,0.7859585,0.7376882499999999,-0.34,-0.13412174868390936,4.626927679362267,5.598415605095542
1178,K2-66,6050.0,1.11,1.69,-0.05,-0.13412174868390936,4.626927679362267,4.0
1179,K2-68,4786.333333333333,0.7406984999999999,0.6880735,-0.21,-0.13412174868390936,4.626927679362267,5.598415605095542
1180,K2-69,4093.0,0.551,0.5306666666666667,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1181,K2-7,5729.0,1.0253333333333334,1.555,0.049,0.35025,8.6,5.598415605095542
1182,K2-70,5210.75,0.8778656666666667,0.8148118,0.06,-0.42935,4.626927679362267,5.598415605095542
1183,K2-71,3948.5,0.477,0.498,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1184,K2-72,3439.92375,0.24418250000000002,0.2938699583333333,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1185,K2-73,5933.25,1.0335192,1.1098877142857144,0.04,-0.029015874341954677,4.626927679362267,2.0
1186,K2-74,5931.0,0.973591,1.030789,-0.21,-0.13412174868390936,4.626927679362267,5.598415605095542
1187,K2-75,5939.0,1.1667545,1.3250055,0.3,-0.13412174868390936,4.626927679362267,5.598415605095542
1188,K2-77,5038.033333333334,0.8323006,0.7907048571428571,0.237,-0.49769,4.7,4.0
1189,K2-79,5789.166666666667,1.05159,1.254571,0.0,-0.13412174868390936,6.5,1.9
1190,K2-8,4917.3,0.8025,0.7472150833333333,-0.015,-0.34365587434195466,4.626927679362267,2.0
1191,K2-80,5398.333333333333,0.9087406666666666,0.8258447777777778,0.07,-0.13412174868390936,4.626927679362267,5.598415605095542
1192,K2-81,4662.71,0.7380909999999999,0.680959,-0.011613784696174044,-0.5689,4.626927679362267,5.598415605095542
1193,K2-83,3885.395833333333,0.541987,0.47722791666666664,-0.011613784696174044,-0.6688708743419547,4.626927679362267,5.598415605095542
1194,K2-84,5652.0,0.95,0.883,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1195,K2-85,4346.887142857143,0.6619294,0.6668515,-0.36,-0.81171,4.626927679362267,3.0
1196,K2-86,5305.5,0.7737475,0.7606546666666668,-0.35,-0.13412174868390936,4.626927679362267,5.598415605095542
1197,K2-87,5578.866666666666,1.0554999999999999,1.32225,0.328,-0.13412174868390936,4.626927679362267,5.598415605095542
1198,K2-88,3580.575,0.36752300000000004,0.3238463333333333,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
1199,K2-89,3684.0,0.439308,0.39035233333333336,-0.011613784696174044,-1.32653,4.626927679362267,5.598415605095542
